"id","name","name_short","starts_at_lt","ends_at_lt"
"6f658260-1116-4578-b4a0-a49473b25544","1С Бухгалтерия","1СБ",2022-02-21 00:00:00.000,2022-07-14 00:00:00.000
"08adf002-e5c7-45cb-911c-2fc34545db2a","1С Бухгалтерия","1СБ",2022-01-10 00:00:00.000,2022-07-25 00:00:00.000
"9e09a8ae-2650-4836-b677-00bc1278d77d","1 С для малого бизнеса","1 С МБ",2022-02-14 00:00:00.000,2022-09-01 00:00:00.000
"6ddd6d0b-023f-4fdc-b871-e455cf7dff2e","3D и медийная реклама в программе 3DS MAX",Проектирование в 3ds Max,2021-09-01 00:00:00.000,2022-02-06 00:00:00.000
"143dacf6-d342-4f0b-9461-f3dcd4fdef96","3D и медийная реклама в программе 3DS MAX",Проектирование в 3ds Max,2022-02-14 00:00:00.000,2022-09-01 00:00:00.000
fb80efb7-57a2-4f40-a273-ea5f63ce1edf,Academic Writing // Академическое письмо,Acadчкemic Writing,2022-01-31 00:00:00.000,2022-04-18 00:00:00.000
"695dc32b-9fbb-4bab-b884-ab59dcbc6c63",ANSO RESEARCH SEMINAR,RS ANSO-3,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
d9174000-ce36-4a39-94e8-22083b37380c,Behavioral Economics / Поведенческая экономика,ПЭ,2022-01-10 00:00:00.000,2022-07-25 00:00:00.000
"73baf49b-930c-4574-b8b5-2f7d7493d0ab",Behavioral Economics / Поведенческая экономика,ПЭ,2022-02-21 00:00:00.000,2022-07-14 00:00:00.000
"44dfbb6c-a9e1-4d1d-997c-22d26ef86e0c",BLACK ATLANTIC,BLACK ATLANTIC,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
b5dadab3-1383-4d1f-884f-4cf2073839eb,Blockchain / Блокчейн,Blockchain,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"9b37ee35-dd76-42e2-a64e-2bf55a08e112",BTL (мерчендайзинг и стимулирование),BTL,2022-02-14 00:00:00.000,2022-09-01 00:00:00.000
"98ebc450-cd46-4e8b-8b9f-18a669e45a6f",Business Engineering in Entrepreneurship / Бизнес - проектирование в предпринимательстве (с приложением сертифицированной компьютерной программы),BEE,2022-01-31 00:00:00.000,2022-07-18 00:00:00.000
db972878-d83c-4a58-9438-095c718034e2,Business Processes / Бизнес-процессы,Business Processes,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"724b662d-12ad-4f31-9dd6-60c7402b875f",CAD-системы в ландшафтной архитектуре,CAD_ЛА,2021-09-01 00:00:00.000,2022-01-24 00:00:00.000
d23352f4-1964-419b-9d33-621e7dcbb4e6,Catalysts for Change in the Political Organization of Societies / Катализаторы изменений в политическом устройстве обществ ,Catalysts for Change,2022-01-31 00:00:00.000,2022-04-18 00:00:00.000
cfca1e06-1075-4663-843f-8f7f74cc96b8,Comparative Higher Education / Сравнительное высшее образование,Comparative HE,2021-09-01 00:00:00.000,2022-01-31 00:00:00.000
"25e4a12b-720d-4cf1-b279-3fb8885b9886",Contemporary methods of sociological studies / Современные методы социологического исследования,СМСИ,2022-02-14 00:00:00.000,2022-07-17 00:00:00.000
"0bb23001-1d2d-4825-bacd-55b745d2cd87","Critical Theory: Key Thinkers, Texts, and Concepts / Критическая теория: ключевые мыслители, тексты и концепции",Critical Theory,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
cde07e62-49e1-4f0e-9d80-69d90952afc8, CULT RESEARCH SEMINAR,RS,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
"63a374fa-9a85-4e83-a245-b8de52dc0942",Curricular and Instructional Design / Конструирование учебных планов и педагогическое проектирование ,Instructional and Curricular Design,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"6e9fca1b-9b7d-4c09-a254-793978153626",Databases / Базы данных,Databases,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"3afdf669-c638-4279-bbd6-2ba6291e0e52",Death and Death Drive / Смерть и влечение к смерти,Death and Death Drive,2022-01-31 00:00:00.000,2022-04-18 00:00:00.000
"211cd957-4d45-4a51-ae03-1048e3f3f4f6",Decisions under Uncertainty / Принятие решений в условиях неопределенности ,Decisions under Uncertainty,2022-01-31 00:00:00.000,2022-04-18 00:00:00.000
"149b1af9-76f5-49aa-a275-652005085e9c",Design Thinking,DT,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
"41a8964e-610f-4fc0-af82-e268e3ffef07", DESIRING MASTERY: THEORETICAL FOUNDATIONS OF ANARCHISM, DESIRING MASTERY,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
c3f01e0d-4c78-4924-9bed-115dfe8491a3,Digital маркетинг,DM,2021-09-01 00:00:00.000,2022-01-24 00:00:00.000
"26d5d733-2d97-4f89-a101-5f1a86706806",Diplomacy and Negotiations in Education / Дипломатия и переговоры в образовании,Diplomacy,2022-01-31 00:00:00.000,2022-04-18 00:00:00.000
"29a3a34d-ad5f-4c2c-b437-24ef1c68ac55",DOORS AND THE CONSTITUTION OF INNER SPACE,DOORS AND THE CONSTITUTION OF INNER SPACE,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
"0556fd02-6cee-436f-8f93-acb63ca08d2e",Econometrics / Эконометрика,Econometrics,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"249d7f7d-9391-4501-bb03-80960c445255",Economics of Higher Education // Экономика высшего образования,Economics of Higher Education,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
a859d47c-c109-45c6-9de0-d696b61f1176,ECON RESEARCH SEMINAR -3 ,ECON RS-3,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
ae3df0da-086a-4b6b-8998-a817b20f77a5,Educational Research / Исследования в области образования ,Educational Research,2022-01-31 00:00:00.000,2022-04-18 00:00:00.000
"89fb41e8-117b-4c7d-81de-e7fc1e3580b4", Effective communications / Эффективные коммуникации, Effective communications,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
a229369f-d6d4-4f26-a1a2-3a6f98d2c36b,English Language / Английский Язык,English / Английский Язык,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
a21f0086-8a51-4b9e-ad85-cdc754edc4cd, EVALUATION OF EDUCATIONAL PROCESSES, EVALUATION OF EDUCATIONAL PROCESSES,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
"3c359e5b-9317-45b9-81f7-e2e4295ba6da",Experimental Pedagogics / Экспериментальная педагогика ,Experimental Pedagogics,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
d3db5966-c868-4c1e-81f8-833cb229635b,Film History / История кино,Film History,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"734859fe-e28d-4429-aba2-fe5643b7e195",Film Theory / Теория кино,Film Theory,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"839a7b44-bd1a-453a-bf9b-a265a8a77108",FIME RESEARCH SEMINAR - 3,FIME RS - 3,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
"8b684551-37d4-4fbe-8643-5f76b42308c3","First Year Seminar (Consciousness, emotions, and decision making) / Семинар первого года","FYS: Consciousness, emotions, and decision making",2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
ffe93c40-5b1a-4021-a222-46ab0edfa19d,"First Year Seminar (Genes, Сulture, and Human Evolution) / Семинар первого года ",FYS: Gene-culture coevolution,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
e7330dab-6ef1-4b65-b030-5f0e1a759dff,First Year Seminar (Great Educators) / Семинар первого года ,FYS: Great Educators,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
a8445eb1-ad6d-4944-935d-10e691742b65,First Year Seminar (Modelling in the Social and Natural Sciences) / Семинар первого года ,FYS: Modeling,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"8151bdde-f0f2-4e5a-ba58-82d955a98248","First Year Seminar (Psychoanalysis, Then and Now) / Семинар первого года ","FYS: Psychoanalysis, Then and Now",2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"68cdca0c-1e77-4d2e-b50f-5b3aa316d1ba",FORMAL LOGIC 1,FL 1,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
"589da440-9b80-4499-81b7-0a56465c2bcd",FREE WILL IN PHILOSOPHY AND NEUROSCIENCE,FREE WILL,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
"80ec7f60-3a2f-4924-8eba-9ee449574c92",FROM SCRIPT TO STORYBOARD,FROM SCRIPT TO STORYBOARD,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
fbafec13-edfb-40cc-8068-65a8e15d4efd,GLOBAL ART CINEMA,GLOBAL ART CINEMA,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
dbff9aef-bc68-4b79-974a-0eec41533d91,   GOVERNANCE OF INNOVATIONS IN HIGHER EDUCATION ,   GOVERNANCE OF INNOVATIONS IN HIGHER EDUCATION ,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
"11998df8-f838-4048-bd8f-06a72d54c97b",GREAT BOOKS - LITERATURE,GBL,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
fe72eff8-86cc-4fa8-8c1f-8d1d923546dd, GREAT BOOKS: PHILOSOPHY AND SOCIAL THOUGHT, GREAT BOOKS 2,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
c71a701f-c54c-48e7-bcb9-2db59656b548,Great Books: Philosophy and Social Thought / Великие книги: философия и социальная мысль,Great Books: Philosophy and Social Thought ,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
c4332d0f-2b1c-432b-a0ce-9c3aa2cf782a,Health and Illness / Здоровье и болезнь,Health and Illness,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"47e78644-a502-4618-8823-16a215d9a5b6",Higher Education Policy and Reforms / Регулирование сферы высшего образования,HE Policy,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"7aa523b1-cfef-4c2e-a9a9-c3f91d15597a",Higher Education Policy and Reforms / Регулирование сферы высшего образования,HE Policy,2022-01-31 00:00:00.000,2022-04-18 00:00:00.000
"5ff8d6bb-06f8-4379-8857-b70a8e233fc7", History of Russian Culture/История Отечественной культуры,ИОК,2022-02-14 00:00:00.000,2022-07-25 00:00:00.000
b90feec8-66d2-4f9f-919b-11452cd287a0,History / История,History / История,2021-09-01 00:00:00.000,2022-01-31 00:00:00.000
b8e406eb-dea3-4119-9202-41026090785e,History / История,History / История,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
c256156a-5c9c-472e-afce-9c0c9b9ff903,HIST RESEARCH SEMINAR,HIST-3 RS,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
"3babe2c6-3d0a-42e1-bc1d-7c7b1fb5ce78",HR- стратегия и кадровая политика организации,HRС и КПО,2022-02-14 00:00:00.000,2022-07-25 00:00:00.000
f6975620-18d8-4e61-97b1-7174ee5b5dbf,Instagram: основы продвижения в цифровом пространстве,Instagram,2021-09-01 00:00:00.000,2022-02-06 00:00:00.000
ed835973-1cfb-4ce3-bcc9-e20e0df33b76,Instagram: основы продвижения в цифровом пространстве,Instagram,2021-09-01 00:00:00.000,2022-02-06 00:00:00.000
"735c47d2-b230-481a-8102-8906f9277711",Institutional Experiments in Higher Education / Институциональные эксперименты в высшем образовании,Institutional Experiments,2022-01-31 00:00:00.000,2022-04-18 00:00:00.000
b43fb497-c119-40b4-9fb1-13835bd781c0,International Finance / Международные финансы ,IF/МФ,2022-01-10 00:00:00.000,2022-07-25 00:00:00.000
"4926ff95-6ae0-40b2-89da-db8720b8b1ef",Interpreting Artworks / Искусствознание ,Art / Искусствознание,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
adc78d1b-5d9c-47cb-9f41-0c10c9d854cf,Into the Archive / Архивная работа,Into the Archive,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"047e9fa1-69f2-470b-b039-d66ac721aac7",Introduction to artificial intelligence / Искусственный интеллект,AI / ИИ,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
c76352c9-5473-40ff-8ed1-b8ae6eb22dce,IT in sociological research (Информационные технологии в социологических исследованиях),ITSR,2022-02-14 00:00:00.000,2022-07-25 00:00:00.000
aac0d69c-32b1-40bd-bb86-f9c92815f94d,IT in sociological research (Основы применения прикладных программ в социологических исследованиях),ITinSR,2021-09-01 00:00:00.000,2022-01-17 00:00:00.000
"9ba97817-563a-4ee9-9a44-fc1486c63b99",IT RESEARCH SEMINAR - 3,IT RS-3,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
"508a60ea-8275-4382-9065-ee05a78f6a14",Labor Economics / Экономика труда,ЭТ,2022-01-10 00:00:00.000,2022-07-25 00:00:00.000
e4f752fd-e37b-43ed-a644-8ea7649eabf3,LIFE RESEARCH SEMINAR - 3,LIFE RS - 3,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
d27b1939-3bd9-4a36-b358-3f116a32ef7c,Mathematics for Economists / Математика для экономистов,Mathematics for Economists,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
ca47390a-c6cd-476b-a7b8-c1c534f3c0a7,Media Production. Part 1-2 / Производство Медиа. Часть 1-2,Media Production,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
bccfeaf7-5834-44d2-8f0a-c722243f4cbf,Modern University / Современный университет,Modern University,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
eafdc65e-1ca4-4702-8478-8e84c0eb5c77,Neurobiological basis of Kinship and Nationalism / Нейробиологические основы родства и национализма,Neurobiological basis of Kinship and Nationalism,2022-01-31 00:00:00.000,2022-04-18 00:00:00.000
"84dfbdb7-ecac-4c18-bb93-ec9dc2e3956a",New Media Analysis 2 / Анализ новых медиа. Часть 2,New media Analysis 2,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"16924bf7-7206-4ecf-b126-6f7977201584",Oil and gas business in Russia / Нефтегазовый бизнес в России,НГБ в Р,2022-01-10 00:00:00.000,2022-07-25 00:00:00.000
"9e317b64-5eb3-46ab-8cd7-2ac3104881d3",Oil and gas business in Russia / Нефтегазовый бизнес в России,НГБ в Р,2022-02-21 00:00:00.000,2022-07-14 00:00:00.000
acb95af9-8024-484f-9b95-1a1605408136,ONE AND MANY,ONE AND MANY,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
bd911883-f2a7-4ce1-ab61-c3df0becb1c3,ORGANIZATIONAL CHANGE ,Org.Change,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
"87d02a8a-c26a-4cf9-869b-105bd39191f1",Philosophy and Ethics of Robots and Artificial Intelligence (AI) / Искусственный интеллект и роботы: философия и этика  ,P&E of Robots and AI ,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
a93c36f0-cba8-41a1-bfb1-d162e6da6966,Photography and Russia / Фотография и Россия,Photography and Russia,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"6cfc452f-b6a5-4244-9365-f70a6ee14fb3", Physical Education and Sport: Theory and Methodology of Physical Activity,PE,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
"0a1c9f4c-4afb-40c1-94ee-bef7bab6e37b",Physical Education and Sport: Theory and Methodology of Physical Activity / Физическая культура и спорт: теория и методика двигательной деятельности,Physical Education and Sport / Физическая культура и спорт ,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"37e42b30-1535-4280-b5ee-81e31dedd279",Physical Education / Физическая культура (учебно-тренировочные занятия),PE / Физкультура ,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"0962bbef-abb2-4bb8-b595-29c2e70ea941",PROFESSIONAL SEMINAR X-HE-2,PS X-HE-2,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
eec6376c-e6ba-4ae8-9691-c6a5b0f738c9,Professional Seminar / Профессиональный семинар,Professional Seminar,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"5e49410b-ab2c-4125-b3a8-14ae2ed3dd39",Professional Seminar / Профессиональный семинар,Professional Seminar,2021-09-01 00:00:00.000,2022-01-31 00:00:00.000
"4137b3be-ec84-412b-8cb5-64c52c2ddaa9",Professional Seminar // Профессиональный семинар,Professional Seminar // Профессиональный семинар,2021-09-01 00:00:00.000,2022-01-31 00:00:00.000
"1117c814-7725-4e7d-9fe8-190b18fd35f3",Professional Seminar // Профессиональный семинар,Professional Seminar // Профессиональный семинар,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"016adb1b-6178-4a2e-985d-67a43c0a139c",Professional Seminar // Профессиональный семинар Year 1,Professional Seminar // Профессиональный семинар Y1,2022-01-31 00:00:00.000,2022-04-18 00:00:00.000
"90bf16e1-4834-4269-938d-c0dfff0b5ec7",Professional Seminar / Профессиональный семинар Year 2,Professional Seminar Y2,2022-01-31 00:00:00.000,2022-04-18 00:00:00.000
ea8e7c26-cc47-4fb2-bd77-2602f6480444,Psychological aspects of decision- making ,Psycho aspects,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
edabcacb-9e09-4b26-92ef-7f0bceea2f1c,Public Speaking /Основы публичного выступления ,PS,2022-02-14 00:00:00.000,2022-07-18 00:00:00.000
e757d168-5045-4569-9e90-5179e4bd6462,Python - программная среда для аналитиков,Python,2022-02-14 00:00:00.000,2022-09-01 00:00:00.000
e84d3027-2e2b-4588-bf4e-bf1b98dcace7,Python - программная среда для аналитиков,Python,2021-09-01 00:00:00.000,2022-02-06 00:00:00.000
"0758d19c-cc4f-4c29-83a6-1dcb5f524e46",Python - программная среда для аналитиков,Python,2022-02-14 00:00:00.000,2022-09-01 00:00:00.000
"96838b28-e380-4a9f-a691-9aa3d033198d",Qualitative Research Methods / Качественные Методы Исследований,Qualitative Research Methods,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
c095aa87-f8c6-4aed-93e4-914512a28077,Quantitative Reasoning (City as a Matrix) / Численные методы,QR (City as a Matrix),2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
d0611db6-c954-4253-8b14-b723e93aade3,Quantitative Reasoning (Math as Thinking) / Численные методы,QR (Math as Thinking),2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"8ac19c98-c3e6-4067-ab82-3b984c04824a",Quantitative Reasoning / Численные методы,Quantitative Reasoning,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"84b2f8fe-47ae-44c1-953c-dc86e1e9ab1e",QUANTUM MECHANICS AND BUDDHISM: A POSSIBLE LINK?,QUANTUM MECHANICS AND BUDDHISM,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
d1b87795-2e66-422a-b516-14452b5e8000,Real Love / Настоящая Любовь,Real Love,2022-01-31 00:00:00.000,2022-04-18 00:00:00.000
"5a3659f0-457c-46bd-85ba-982dfec0404d",Research Seminar / Исследовательский семинар, RS / Исследование,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
f7269c1d-c699-4bc4-8f59-383f9563bac6,Research Seminar / Исследовательский семинар,Research Seminar,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"900e7706-366f-4121-9adb-a9bb8c649432",Risk Management / Риск менеджмент,RM/РМ,2021-09-01 00:00:00.000,2022-02-07 00:00:00.000
b8bc0f93-b635-467f-9ebe-4fe065f57a93,Science and Technology / Наука и технологии ,Science and Technology,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
fe423a00-8cdf-46c9-959d-cc219568b745, SCIENCE COMMUNICATION,SC,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
"8bf0b127-4ca7-4d06-95f4-0433dd171a77",Speech-Writing для дипломата,SW,2021-09-01 00:00:00.000,2022-01-31 00:00:00.000
e79f0948-3c19-4c02-85bf-183f38e699c2,Strange Sociology: A Challenge to the Discipline / Необычная социология: вызов дисциплине,Strange Sociology: A Challenge to the Discipline,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"7d1836bb-bf7b-4cd2-ad74-f993feb18b35",Subject Domains / Предметные области,Subject Domains,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"145731df-d4b2-4406-ae55-8cf5f5db0d77","SURVEILLANCE, DRONES, AND ROBOTS","SURVEILLANCE, DRONES, AND ROBOTS",2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
"651931f8-ab70-4898-9cb0-16c93d410ea5",The Age of Total War / Эпоха тотальной войны,The Age of Total War,2022-01-31 00:00:00.000,2022-04-18 00:00:00.000
f31a26dd-de4c-44ae-be4a-6f67691e6923,The Unit of Life / Единица жизни,The Unit of Life,2021-11-01 00:00:00.000,2022-01-31 00:00:00.000
"09f0e491-5f43-4452-947b-ba9c3bf9975e",THE WITCH KITCHEN OF GALAPAGOS,THE WITCH KITCHEN OF GALAPAGOS,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
"848413e4-3cf8-4c89-a68c-d3abeac2ca19",Topics of the first year,TFY,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
"5bb733e9-24e4-4102-bcce-85357cc85648","«University Makers»: идеи, инструменты, воплощение",UM,2022-02-14 00:00:00.000,2022-09-01 00:00:00.000
c6133ec7-994e-4f2e-a1f4-4a78e3d69578,Visual Culture,VC,2022-01-31 00:00:00.000,2022-04-18 00:00:00.000
dca2a255-8c37-4555-9b27-399c4e94aabc,WEB-BACKEND,WEB-BACKEND,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
"99b01975-760e-418d-999d-983bc47759c6",Web-программирование и Web-дизайн Часть 1,Web,2021-09-01 00:00:00.000,2022-02-07 00:00:00.000
"9ec62b43-7c44-43db-81e7-ae54e3b8b13a",Web-программирование и Web-дизайн Часть 2,Web,2022-02-14 00:00:00.000,2022-07-11 00:00:00.000
"6201e813-a093-4cad-82a2-e24413e4b314",Web-технологии,WТ,2022-02-06 00:00:00.000,2022-07-11 00:00:00.000
daeecd25-ebe6-4f48-bb74-63db2131966b,Web технологии в информационных системах Часть 1,WebИС,2021-09-01 00:00:00.000,2022-02-07 00:00:00.000
"657c14b8-aa22-4f23-b9a9-2fe2cadbd511",Web технологии в информационных системах. Часть 2,WebИС,2022-02-14 00:00:00.000,2022-07-25 00:00:00.000
"13fb1d65-e645-41f9-b4ca-cef151bc881a",What does it mean to be nobody / Что означает быть никем,Что означает быть никем,2022-01-31 00:00:00.000,2022-04-18 00:00:00.000
"6328ab3a-ab9c-45ff-8da0-f81ef4c704df",X-HE -1 20-21 Professional Seminar ,PS X-HE -1,2022-04-18 00:00:00.000,2022-06-12 00:00:00.000
ac547d2e-55ed-4c2c-bced-5f21b93ad5ff,Автоматизация производственных процессов,АПП,2021-09-01 00:00:00.000,2022-02-14 00:00:00.000
"0b046715-3745-4d16-af6c-0a4c704e1a38",Агрометеорология,Агромет,2022-02-14 00:00:00.000,2022-07-25 00:00:00.000
cefe5f31-06c5-42c7-93e8-b35671ef196b,Агрохимия,Агрохим,2022-02-14 00:00:00.000,2022-08-08 00:00:00.000
"32bb1d48-a255-413a-9a02-7d26ac22d493",Адаптация населения России к трудностям революционного времени. Первая четверть ХХ века,Адаптация,2022-02-14 00:00:00.000,2022-09-01 00:00:00.000
"7dc24f3c-82a1-444b-b698-42e861f76a72",Адаптация населения России к трудностям революционного времени. Первая четверть ХХ века,Адаптация,2022-02-14 00:00:00.000,2022-09-01 00:00:00.000
cbabca83-76fc-41e7-9ef3-f6dc79158875,Адаптация населения России к трудностям революционного времени. Первая четверть ХХ века,Адаптация,2021-09-01 00:00:00.000,2022-02-06 00:00:00.000
"9a91a04b-f142-4731-97cd-7fe965f1231a","Адвокат в гражданском, арбитражном и административном судопроизводстве",АГААС,2021-09-01 00:00:00.000,2022-02-07 00:00:00.000
"14f096da-349c-4238-8072-ddabb2bcaea7","Адвокат в гражданском, арбитражном и административном судопроизводстве",АГААС ЗФО,2021-09-01 00:00:00.000,2022-02-07 00:00:00.000
"818d972a-a2a1-49d4-853e-cfd0adff9594",Адвокат в уголовном судопроизводстве,АУС,2021-09-01 00:00:00.000,2022-02-07 00:00:00.000
e8beda3c-00d0-42fc-9446-c9ce90268bd8,Адвокат в уголовном судопроизводстве,АУС ЗФО,2021-09-01 00:00:00.000,2022-02-07 00:00:00.000
"38de65ef-a6ff-45b2-8a22-feab349873be",Административная юрисдикция,АЮ,2022-02-14 00:00:00.000,2022-09-01 00:00:00.000
"4dda7066-c968-4d74-960d-8971141b0685",Административное право,Админ. право,2021-09-01 00:00:00.000,2022-02-07 00:00:00.000
d39e3feb-f578-4de1-9924-9ff300cc119d,Административное право,Админ. право,2021-09-01 00:00:00.000,2022-02-07 00:00:00.000
"6bc973c3-4334-4f7c-958a-96625ea6bdb4",Административное право,Админ. право,2022-02-14 00:00:00.000,2022-08-01 00:00:00.000
"61e93cc9-7095-40f7-803a-2a9d1f8cd31e",Административное право,АП,2021-09-01 00:00:00.000,2022-02-07 00:00:00.000
"0cc7a306-e235-4fb3-a158-41877b331aa1",Административное право ,АП,2021-09-01 00:00:00.000,2022-02-15 00:00:00.000
"7c010cff-0d4a-4782-b478-9cf3ffd15458",Административное право ,АП2,2022-02-14 00:00:00.000,2022-07-21 00:00:00.000
"76711966-4d08-4204-bb3f-46c95c7acf81",Административное право ,АП1,2021-09-01 00:00:00.000,2022-02-07 00:00:00.000
e67bec8b-cd42-458e-87c6-375e0ca28d3a,Административное право ,АП,2022-02-14 00:00:00.000,2022-07-25 00:00:00.000
"46a20b77-7ecf-4ccf-b624-c92a25c8044a",Административное право; административный процесс,АПАП,2021-09-01 00:00:00.000,2022-03-01 00:00:00.000
"79b85bf5-aa8e-4764-8f36-208be1b4fd6e",Административное судопроизводство,АС,2021-09-01 00:00:00.000,2022-01-31 00:00:00.000
a3ab7135-6a73-4f79-8dea-6f19c045788c,Административно-правовое принуждение,АПП,2022-02-07 00:00:00.000,2022-07-17 00:00:00.000
dd7a5851-8b33-453f-8403-b72337be0e06,Административно-правовое принуждение,АПП ЗФО,2021-09-01 00:00:00.000,2022-02-07 00:00:00.000
"4e3e2698-fc3c-4d2c-abec-8bddd584cea1",Административные производства и административные процедуры в публичном управлении,АПИАП ЗФО,2022-02-14 00:00:00.000,2022-07-11 00:00:00.000
"3ba3adc7-7fc0-4706-b37d-705b3177d138",Административные производства и административные процедуры в публичном управлении,АПИАП,2021-09-01 00:00:00.000,2022-02-07 00:00:00.000
"95bf6868-d7a9-4c9a-8aca-42a6d5ec5d29",Административные процедуры и регламенты,АПиР,2021-09-01 00:00:00.000,2022-03-01 00:00:00.000
c76ae639-ae3a-435c-877f-3c21fa7909a7,Административные регламенты,АДМРЕГ,2021-09-01 00:00:00.000,2022-02-14 00:00:00.000
"871426de-73a7-44e2-857c-4fce4525b058",Административный процесс,АП ЗФО,2022-02-14 00:00:00.000,2022-07-11 00:00:00.000
db9a5e0c-1b36-4513-a40f-0d35d07331a8,Административный процесс,АП,2021-09-01 00:00:00.000,2022-02-07 00:00:00.000
"350c7048-d893-4e23-9405-a03a59109e34",Администрирование баз данных,АБД,2021-09-01 00:00:00.000,2022-03-01 00:00:00.000
ee0ab053-c69e-4938-9c89-6ca827b016ea,Администрирование и безопасность MS SQL Server,АиБMSSQLS,2022-02-14 00:00:00.000,2022-07-25 00:00:00.000
ba068d90-99a7-4c10-8140-446e5b40f41f,Администрирование и безопасность корпоративных сетей,АиБКС,2021-09-01 00:00:00.000,2022-02-14 00:00:00.000
"9e03a2e3-61ae-457b-8c84-7804a7fcc488",Администрирование и безопасность корпоративных сетей,АиБКС,2021-09-01 00:00:00.000,2022-01-31 00:00:00.000
"292122fc-ac8c-42fe-99a5-4a24db52ff37",Администрирование и безопасность корпоративных сетей,АиБКС,2021-09-01 00:00:00.000,2022-02-14 00:00:00.000
d76a45f4-be36-40c6-9db0-d14fc84ec375,Администрирование и безопасность корпоративных сетей,АиБКС,2021-09-01 00:00:00.000,2022-02-07 00:00:00.000
